"","mo","wdsp","sndp","fog","NUM_CRIMES"
"2547",8,8.3,999.9,0,0.52317880794702
"2548",8,4.4,999.9,0,0.604304635761589
"2550",8,8,999.9,0,0.564569536423841
"2561",8,4.7,999.9,0,0.731788079470199
"2562",8,7.7,999.9,0,0.521523178807947
"2567",8,9,999.9,0,0.652317880794702
"2571",8,7.3,999.9,0,0.76158940397351
"2591",8,6.6,999.9,0,0.470198675496689
"2618",8,5.6,999.9,0,0.548013245033113
"2665",8,12.5,999.9,0,0.485099337748344
"2668",8,6.3,999.9,0,0.46523178807947
"2675",8,6.7,999.9,1,0.627483443708609
"2717",9,3.3,999.9,0,0.649006622516556
"2734",9,6,999.9,0,0.341059602649007
"2746",9,5.5,999.9,0,0.625827814569536
"2749",9,5.1,999.9,0,0.485099337748344
"2753",9,4.2,999.9,0,0.657284768211921
"2785",9,4.7,999.9,0,0.456953642384106
"2798",9,4,999.9,0,0.43046357615894
"2802",9,6.4,999.9,0,0.445364238410596
"2814",9,7.8,999.9,0,0.498344370860927
"2817",9,7.5,999.9,0,0.518211920529801
"2829",9,6.1,999.9,0,0.622516556291391
"2842",9,7.5,999.9,0,0.360927152317881
"2863",9,11,999.9,0,0.45364238410596
"2867",9,8.8,999.9,0,0.521523178807947
"2871",9,8,999.9,0,0.410596026490066
"2875",9,8.8,999.9,0,0.478476821192053
"2879",9,3.6,999.9,0,0.577814569536424
"2883",9,7.5,999.9,0,0.408940397350993
"2891",9,5.7,999.9,0,0.561258278145695
"2916",9,9,999.9,0,0.599337748344371
"2922",9,8.3,999.9,0,0.410596026490066
"2927",9,8.3,999.9,0,0.93046357615894
"2935",9,8.5,999.9,0,0.483443708609272
"2944",9,11,999.9,0,0.602649006622517
"2947",9,12.4,999.9,0,0.349337748344371
"2976",9,6.5,999.9,0,0.463576158940397
"2986",9,10.7,999.9,0,0.495033112582781
"2997",9,8.9,999.9,0,0.485099337748344
"3002",9,9,999.9,0,0.413907284768212
"3006",9,7,999.9,0,0.397350993377483
"3063",10,4.7,999.9,0,0.506622516556291
"3088",10,3.8,999.9,0,0.716887417218543
"3091",10,6.5,999.9,0,0.564569536423841
"3114",10,5.7,999.9,0,0.360927152317881
"3116",10,6.2,999.9,0,0.495033112582781
"3123",10,8.8,999.9,0,0.486754966887417
"3140",10,5,999.9,0,0.450331125827815
"3143",10,6.3,999.9,0,0.246688741721854
"3153",10,8.9,999.9,0,0.397350993377483
"3171",10,8,999.9,0,0.658940397350993
"3178",10,8.8,999.9,0,0.30794701986755
"3189",10,6.8,999.9,0,0.533112582781457
"3196",10,8.7,999.9,0,0.420529801324503
"3222",10,8.3,999.9,0,0.463576158940397
"3227",10,9.6,999.9,0,0.473509933774834
"3240",10,11.8,999.9,0,0.548013245033113
"3241",10,9.3,999.9,0,0.567880794701987
"3255",10,8.7,999.9,0,0.41887417218543
"3260",10,13,999.9,0,0.554635761589404
"3271",10,12.8,999.9,0,0.350993377483444
"3273",10,9.3,999.9,0,0.526490066225166
"3280",10,12.8,999.9,0,0.341059602649007
"3288",10,9.9,999.9,0,0.405629139072848
"3296",10,12.1,999.9,0,0.448675496688742
"3297",10,10.9,999.9,0,0.566225165562914
"3300",10,11.5,999.9,0,0.564569536423841
"3308",10,13.6,999.9,0,0.380794701986755
"3311",10,12.9,999.9,0,0.395695364238411
"3328",10,10.5,999.9,0,0.428807947019868
"3333",10,17.8,999.9,0,0.417218543046358
"3343",10,13.7,999.9,0,0.458609271523179
"3389",11,2,999.9,0,0.529801324503311
"3392",11,4.5,999.9,0,0.503311258278146
"3394",11,3.1,999.9,0,0.539735099337748
"3395",11,4.1,999.9,0,0.420529801324503
"3398",11,4.1,999.9,0,0.377483443708609
"3399",11,3.2,999.9,0,0.420529801324503
"3410",11,5.6,999.9,0,0.407284768211921
"3414",11,6.3,999.9,0,0.392384105960265
"3415",11,4.9,999.9,0,0.374172185430464
"3418",11,4.8,999.9,0,0.27317880794702
"3420",11,7,999.9,0,0.311258278145695
"3423",11,5.6,999.9,0,0.629139072847682
"3431",11,7,999.9,0,0.490066225165563
"3433",11,6.3,999.9,0,0.294701986754967
"3435",11,3.2,999.9,1,0.448675496688742
"3447",11,5,999.9,0,0.612582781456954
"3453",11,6.1,999.9,0,0.182119205298013
"3456",11,3.9,999.9,0,0.384105960264901
"3457",11,6.9,999.9,0,0.751655629139073
"3482",11,5.1,999.9,0,0.447019867549669
"3484",11,7.3,999.9,0,0.317880794701987
"3486",11,8.3,999.9,0,0.514900662251656
"3490",11,7.2,999.9,0,0.299668874172185
"3524",11,7.5,999.9,0,0.589403973509934
"3570",11,8.2,999.9,0,0.359271523178808
"3578",11,6.9,999.9,0,0.339403973509934
"3595",11,10.7,999.9,0,0.0645695364238411
"3617",11,13.6,999.9,0,0.288079470198675
"3648",11,16.5,999.9,0,0.274834437086093
"3672",11,17.5,999.9,0,0.435430463576159
"3734",12,4.8,999.9,0,0.387417218543046
"3742",12,7,999.9,0,0.422185430463576
"3757",12,4.7,999.9,0,0.236754966887417
"3769",12,4.5,999.9,0,0.344370860927152
"3776",12,5.8,999.9,0,0.460264900662252
"3779",12,6.4,999.9,0,0.183774834437086
"3803",12,8,999.9,0,0.145695364238411
"3805",12,4.3,999.9,0,0.552980132450331
"3815",12,5.8,999.9,0,0.725165562913907
"3830",12,8.3,999.9,0,0.397350993377483
"3834",12,8,999.9,0,0.485099337748344
"3835",12,9.2,999.9,0,0.279801324503311
"3848",12,9,999.9,0,0.259933774834437
"3856",12,7.8,999.9,0,0.231788079470199
"3866",12,10.7,999.9,0,0.197019867549669
"3889",12,7.2,999.9,0,0.380794701986755
"3898",12,7.7,999.9,0,0.339403973509934
"3900",12,9.8,999.9,0,0.104304635761589
"3922",12,8.5,999.9,0,0.306291390728477
"3926",12,10.6,999.9,0,0.311258278145695
"3931",12,6.2,999.9,0,0.423841059602649
"3932",12,9.1,999.9,0,0.392384105960265
"3937",12,8.5,999.9,0,0.365894039735099
"3943",12,10.5,999.9,0,0.384105960264901
"3945",12,9.3,999.9,0,0.142384105960265
"3957",12,8.4,999.9,1,0.516556291390728
"3997",12,12.4,999.9,0,0.342715231788079
"3999",12,16.8,999.9,0,0
"4001",12,11.6,999.9,0,0.490066225165563
"4011",12,19.3,1.2,0,0.26158940397351
"41",1,2.2,999.9,0,0.462890625
"90",1,8.1,999.9,0,0.37890625
"103",1,7.6,999.9,0,0.294921875
"106",1,7,999.9,0,0.28515625
"108",1,8.5,1.2,0,0.4296875
"114",1,9.7,999.9,0,0.3359375
"130",1,8.2,999.9,0,0.205078125
"152",1,10.6,999.9,0,0.173828125
"154",1,8.8,999.9,0,0.478515625
"156",1,5.7,999.9,0,0.478515625
"186",1,11.8,999.9,0,0.310546875
"212",1,6.8,999.9,0,0.275390625
"220",1,10.4,999.9,0,0.587890625
"233",1,8.3,999.9,0,0.359375
"241",1,6.3,1.2,0,0.376953125
"244",1,12.4,999.9,0,0.18359375
"250",1,6.5,999.9,0,0.4921875
"258",1,9.9,999.9,0,0.591796875
"260",1,11.9,999.9,0,0.51171875
"262",1,13.5,999.9,0,0.548828125
"270",1,12.5,999.9,0,0.119140625
"284",1,9.1,999.9,0,0.419921875
"286",1,7.8,999.9,0,0.443359375
"295",1,12.1,999.9,1,0.58984375
"298",1,15,999.9,0,0.29296875
"306",1,13.3,999.9,0,0.546875
"314",1,9.9,999.9,0,0.505859375
"325",1,10.1,999.9,0,0.6328125
"329",1,13.7,999.9,0,0.1640625
"339",1,8.8,999.9,0,0.197265625
"392",2,4.9,2,0,0.142578125
"402",2,5.9,1.2,0,0.43359375
"403",2,3.6,1.2,0,0.298828125
"407",2,6.1,1.2,1,0.291015625
"414",2,5.1,999.9,0,0.171875
"431",2,7.2,2,1,0.244140625
"438",2,6,999.9,0,0.5
"451",2,10,999.9,0,0.169921875
"468",2,5.1,1.2,0,0.384765625
"480",2,8.4,1.2,0,0.43359375
"495",2,11.6,2,0,0.181640625
"506",2,7.7,1.2,0,0.26171875
"519",2,7.3,2,0,0.361328125
"533",2,8.5,999.9,0,0.3203125
"547",2,11.2,1.2,0,0.4140625
"574",2,12.2,999.9,0,0.298828125
"578",2,9.4,999.9,0,0.642578125
"592",2,9.6,999.9,0,0.3203125
"593",2,12.9,999.9,0,0.55859375
"598",2,12.3,1.2,0,0.400390625
"603",2,10.4,999.9,0,0.28515625
"607",2,11.9,3.1,1,0.310546875
"626",2,15.4,2,1,0.138671875
"630",2,9.9,1.2,0,0.30859375
"631",2,10.6,999.9,0,0.353515625
"635",2,17.9,999.9,0,0.28515625
"648",2,20.2,999.9,0,0.3046875
"691",3,5,999.9,0,0.5078125
"692",3,4.9,5.1,0,0.443359375
"695",3,4.4,999.9,0,0.447265625
"702",3,4.8,3.1,0,0.5390625
"706",3,5.5,999.9,0,0.53515625
"718",3,6.2,999.9,0,0.333984375
"723",3,3.1,999.9,0,0.52734375
"725",3,5.4,999.9,0,0.466796875
"735",3,7.3,1.2,0,0.17578125
"741",3,6.2,1.2,0,0.22265625
"761",3,5.3,999.9,0,0.41015625
"779",3,4.9,999.9,0,0.349609375
"781",3,8,999.9,0,0.302734375
"782",3,8.1,999.9,0,0.333984375
"802",3,8.4,1.2,0,0.458984375
"804",3,10.9,1.2,0,0.31640625
"814",3,10.3,5.9,1,0.181640625
"840",3,9.8,999.9,0,0.330078125
"846",3,10.6,999.9,0,0.435546875
"847",3,9.8,999.9,0,0.4296875
"874",3,12.4,999.9,0,0.431640625
"876",3,11,5.9,0,0.234375
"892",3,6.6,999.9,0,0.517578125
"912",3,12.5,999.9,0,0.46484375
"924",3,12.1,1.2,0,0.787109375
"926",3,10.5,999.9,0,0.37109375
"930",3,13.7,999.9,0,0.361328125
"936",3,11.4,999.9,0,0.3203125
"962",3,16,999.9,0,0.30078125
"968",3,14.2,999.9,0,0.361328125
"982",3,19,999.9,0,0.326171875
"1034",4,5.8,999.9,0,0.37109375
"1049",4,5.9,999.9,0,0.435546875
"1055",4,6.5,999.9,0,0.50390625
"1080",4,7.5,999.9,0,0.3125
"1090",4,8.3,999.9,0,0.607421875
"1097",4,8.2,999.9,0,0.330078125
"1102",4,6.3,999.9,0,0.64453125
"1107",4,5.9,999.9,0,0.517578125
"1108",4,9,999.9,0,0.458984375
"1112",4,10.4,999.9,0,0.578125
"1124",4,7.9,999.9,0,0.431640625
"1145",4,8.2,999.9,0,0.587890625
"1155",4,9,999.9,0,0.69921875
"1158",4,10.1,999.9,0,0.591796875
"1185",4,10.3,999.9,0,0.53125
"1194",4,13.2,999.9,0,0.501953125
"1204",4,11.6,999.9,0,0.376953125
"1212",4,8.1,999.9,0,0.37890625
"1219",4,12.6,999.9,0,0.484375
"1228",4,12.1,999.9,0,0.46484375
"1236",4,9.5,999.9,0,0.4375
"1251",4,11.8,999.9,0,0.62109375
"1253",4,10,999.9,0,0.408203125
"1268",4,10.5,999.9,0,0.390625
"1275",4,12.4,999.9,0,0.681640625
"1292",4,14.9,999.9,0,0.466796875
"1296",4,10.3,999.9,0,0.224609375
"1302",4,12,999.9,0,0.5703125
"1310",4,13.5,999.9,0,0.396484375
"1318",4,19.2,999.9,0,0.474609375
"1364",5,3,999.9,0,0.458984375
"1366",5,5.2,999.9,0,0.595703125
"1376",5,4.8,999.9,0,0.33984375
"1380",5,4.5,999.9,0,0.705078125
"1385",5,5.9,999.9,0,0.66796875
"1399",5,5.2,999.9,0,0.751953125
"1408",5,7.4,999.9,0,0.326171875
"1409",5,3.6,999.9,0,0.455078125
"1411",5,6.5,999.9,0,0.53515625
"1441",5,4,999.9,0,0.720703125
"1465",5,7.9,999.9,0,0.4765625
"1468",5,5.1,999.9,0,0.568359375
"1494",5,9.4,999.9,0,0.611328125
"1503",5,9.2,999.9,0,0.44921875
"1506",5,7.8,999.9,0,0.435546875
"1516",5,6.8,999.9,0,0.603515625
"1517",5,8.1,999.9,1,0.59765625
"1523",5,9.7,999.9,0,0.58984375
"1537",5,11.2,999.9,0,0.64453125
"1549",5,7.9,999.9,0,0.5859375
"1562",5,6.2,999.9,0,0.48046875
"1582",5,11.9,999.9,0,0.669921875
"1584",5,10.2,999.9,0,0.6484375
"1586",5,9.3,999.9,0,0.845703125
"1589",5,10.6,999.9,0,0.435546875
"1600",5,9.2,999.9,0,0.447265625
"1642",5,12.5,999.9,0,0.583984375
"1650",5,12.7,999.9,0,0.697265625
"1662",5,11.6,999.9,0,0.638671875
"1663",5,14.4,999.9,0,0.4609375
"1703",6,4.5,999.9,1,0.5546875
"1717",6,3.8,999.9,1,0.494140625
"1738",6,4.4,999.9,0,0.623046875
"1743",6,5.1,999.9,0,0.49609375
"1754",6,6.2,999.9,0,0.81640625
"1756",6,3.4,999.9,0,0.60546875
"1765",6,7.7,999.9,0,0.791015625
"1766",6,5.4,999.9,0,0.57421875
"1768",6,7.5,999.9,0,0.5859375
"1775",6,9,999.9,0,0.53515625
"1789",6,6,999.9,0,0.712890625
"1803",6,7.9,999.9,0,0.6953125
"1809",6,7,999.9,0,0.62109375
"1837",6,7.9,999.9,0,0.681640625
"1844",6,7.3,999.9,0,0.443359375
"1856",6,7.1,999.9,0,0.578125
"1869",6,8.9,999.9,0,0.689453125
"1884",6,11.1,999.9,0,0.611328125
"1890",6,7.4,999.9,0,0.603515625
"1899",6,9.3,999.9,0,0.583984375
"1907",6,7.7,999.9,0,0.4453125
"1932",6,4,999.9,0,0.44140625
"1952",6,12.2,999.9,0,0.64453125
"1955",6,11.1,999.9,0,0.9375
"1963",6,8.2,999.9,0,0.556640625
"1965",6,7.9,999.9,0,0.5859375
"1974",6,11.5,999.9,0,0.63671875
"1977",6,8.1,999.9,0,0.59765625
"1993",6,6,999.9,1,0.529296875
"1994",6,9.7,999.9,0,0.431640625
"2032",7,2.9,999.9,0,0.61328125
"2036",7,4.5,999.9,0,0.466796875
"2037",7,4.8,999.9,0,0.552734375
"2041",7,5.2,999.9,0,0.560546875
"2057",7,4.6,999.9,0,0.669921875
"2075",7,6.8,999.9,0,0.560546875
"2087",7,6.4,999.9,0,0.548828125
"2092",7,5.8,999.9,0,0.669921875
"2107",7,6.1,999.9,0,0.591796875
"2128",7,5.4,999.9,0,0.751953125
"2135",7,7.8,999.9,0,0.66796875
"2144",7,4.7,999.9,0,0.537109375
"2152",7,7.2,999.9,0,0.583984375
"2153",7,7.6,999.9,0,0.5234375
"2162",7,6.5,999.9,0,0.634765625
"2163",7,8.9,999.9,0,0.498046875
"2181",7,6.5,999.9,0,0.640625
"2188",7,6.2,999.9,0,0.66796875
"2209",7,5.6,999.9,0,0.80859375
"2213",7,10.9,999.9,0,0.703125
"2228",7,6.8,999.9,0,0.77734375
"2230",7,9.7,999.9,0,0.568359375
"2243",7,9.3,999.9,0,0.546875
"2246",7,7.5,999.9,0,0.6171875
"2267",7,10.8,999.9,0,0.5390625
"2280",7,8.7,999.9,0,0.7578125
"2285",7,7.9,999.9,0,0.546875
"2298",7,6.6,999.9,0,0.61328125
"2304",7,12.2,999.9,0,0.927734375
"2307",7,11.6,999.9,0,0.5859375
"2308",7,9.5,999.9,0,0.626953125
"2399",8,5.2,999.9,0,0.748046875
"2402",8,5.3,999.9,0,0.658203125
"2405",8,5.1,999.9,0,0.625
"2406",8,4.6,999.9,1,0.525390625
"2414",8,6.6,999.9,0,0.810546875
"2417",8,4.7,999.9,0,0.54296875
"2445",8,5.8,999.9,0,0.591796875
"2466",8,5,999.9,0,0.6640625
"2472",8,7.5,999.9,0,0.740234375
"2477",8,5.3,999.9,0,0.62109375
"2478",8,6.1,999.9,0,0.712890625
"2491",8,4.2,999.9,0,0.5703125
"2500",8,6.8,999.9,0,0.48828125
"2504",8,7.6,999.9,0,0.587890625
"2515",8,6.4,999.9,0,0.69921875
"2518",8,6.5,999.9,0,0.54296875
"2542",8,6.1,999.9,1,0.4140625
"2545",8,7.4,999.9,0,0.5078125
"2557",8,3.9,999.9,0,0.654296875
"2570",8,6.2,999.9,0,0.8359375
"2572",8,8.9,999.9,0,0.65625
"2573",8,7.9,999.9,0,0.720703125
"2577",8,8.1,999.9,0,0.673828125
"2581",8,4.2,999.9,0,0.626953125
"2602",8,10,999.9,0,0.578125
"2606",8,8.7,999.9,0,0.66015625
"2607",8,9.4,999.9,0,0.58203125
"2609",8,10,999.9,0,0.599609375
"2647",8,9.6,999.9,0,0.548828125
"2655",8,7.8,999.9,0,0.58984375
"2676",8,6.6,999.9,0,0.642578125
"2712",9,2.7,999.9,0,0.447265625
"2713",9,4.6,999.9,0,0.451171875
"2714",9,4.3,999.9,0,0.4921875
"2716",9,5.5,999.9,0,0.572265625
"2720",9,6,999.9,0,0.478515625
"2736",9,5.6,999.9,0,0.55078125
"2755",9,5.9,999.9,0,0.298828125
"2756",9,4.9,999.9,0,1
"2759",9,5.5,999.9,0,0.458984375
"2784",9,5.8,999.9,0,0.525390625
"2804",9,6,999.9,0,0.439453125
"2809",9,7.1,999.9,0,0.45703125
"2815",9,5.8,999.9,0,0.705078125
"2825",9,7.8,999.9,0,0.619140625
"2837",9,7.5,999.9,0,0.6328125
"2853",9,8,999.9,0,0.515625
"2854",9,7,999.9,0,0.5234375
"2855",9,9.5,999.9,0,0.51171875
"2862",9,9.9,999.9,0,0.66796875
"2864",9,6.8,999.9,0,0.619140625
"2873",9,8.9,999.9,0,0.5859375
"2886",9,9.2,999.9,0,0.30078125
"2893",9,7.8,999.9,0,0.6328125
"2907",9,10.5,999.9,0,0.3359375
"2915",9,12.4,999.9,0,0.552734375
"2932",9,8.8,999.9,0,0.623046875
"2961",9,9.4,999.9,0,0.486328125
"2969",9,10.8,999.9,0,0.609375
"2973",9,6.7,999.9,0,0.48828125
"2991",9,7.3,999.9,0,0.49609375
"3047",10,4.1,999.9,0,0.384765625
"3058",10,4.8,999.9,0,0.341796875
"3061",10,2.7,999.9,0,0.4921875
"3070",10,5.1,999.9,0,0.541015625
"3078",10,5.3,999.9,0,0.28515625
"3087",10,6,999.9,0,0.521484375
"3092",10,5.1,999.9,0,0.443359375
"3118",10,6.1,999.9,0,0.52734375
"3124",10,7,999.9,0,0.517578125
"3132",10,7.2,999.9,0,0.482421875
"3152",10,8.6,999.9,0,0.31640625
"3157",10,8.7,999.9,0,0.349609375
"3163",10,8.4,999.9,0,0.337890625
"3172",10,9.3,999.9,0,0.271484375
"3177",10,5.8,999.9,0,0.349609375
"3182",10,8.9,999.9,0,0.33984375
"3191",10,9.4,999.9,0,0.38671875
"3193",10,7.9,999.9,0,0.423828125
"3195",10,7.7,999.9,0,0.287109375
"3197",10,5.9,999.9,0,0.28515625
"3200",10,5.7,999.9,1,0.498046875
"3201",10,6.9,999.9,0,0.455078125
"3204",10,6,999.9,0,0.484375
"3206",10,7.7,999.9,0,0.337890625
"3213",10,9.5,999.9,0,0.341796875
"3220",10,7,999.9,0,0.4609375
"3248",10,8.1,999.9,0,0.466796875
"3258",10,7.3,999.9,0,0.619140625
"3269",10,14.2,999.9,0,0.275390625
"3284",10,7,999.9,0,0.3984375
"3290",10,10.2,999.9,0,0.970703125
"3417",11,5.2,999.9,0,0.48046875
"3427",11,5,999.9,0,0.5078125
"3437",11,3.4,999.9,0,0.37890625
"3441",11,4.7,999.9,0,0.396484375
"3455",11,7.7,999.9,0,0.27734375
"3466",11,6.4,999.9,0,0.5078125
"3467",11,6.6,999.9,0,0.3359375
"3489",11,7.9,999.9,0,0.328125
"3502",11,7.7,999.9,0,0.4375
"3508",11,10.1,999.9,0,0.64453125
"3509",11,7.7,999.9,0,0.51953125
"3514",11,8.1,999.9,0,0.443359375
"3531",11,8.7,999.9,0,0.484375
"3549",11,11.9,999.9,0,0.1484375
"3579",11,9.2,1.2,1,0.158203125
"3581",11,10.4,999.9,0,0.43359375
"3582",11,11.2,999.9,0,0.1640625
"3586",11,8.8,999.9,0,0.0703125
"3612",11,13.5,999.9,0,0.31640625
"3616",11,10.7,999.9,0,0.443359375
"3625",11,13.3,999.9,0,0.251953125
"3626",11,10.9,999.9,0,0.310546875
"3627",11,12.7,999.9,0,0.353515625
"3642",11,15.2,999.9,0,0.330078125
"3643",11,9.8,999.9,0,0.29296875
"3651",11,11.1,999.9,0,0.1328125
"3658",11,13.2,999.9,0,0.802734375
"3671",11,16.8,999.9,0,0.49609375
"3676",11,17.3,999.9,0,0.265625
"3736",12,4.1,3.9,0,0.201171875
"3738",12,4.4,1.2,0,0.380859375
"3745",12,4.5,999.9,0,0.36328125
"3746",12,5.8,1.2,1,0.498046875
"3749",12,5.2,999.9,0,0.533203125
"3767",12,7,999.9,0,0.4921875
"3781",12,6.8,999.9,0,0.087890625
"3788",12,8.2,999.9,0,0.236328125
"3797",12,5.3,999.9,1,0.3515625
"3814",12,7.9,999.9,0,0.513671875
"3821",12,9,5.1,1,0.095703125
"3843",12,7.2,999.9,0,0.255859375
"3861",12,10.5,999.9,0,0.267578125
"3863",12,7.6,999.9,0,0.0703125
"3868",12,8.6,2,0,0.08984375
"3876",12,10.6,999.9,0,0.1484375
"3881",12,9.4,3.9,0,0.310546875
"3884",12,9.4,3.9,0,0.296875
"3892",12,9.7,1.2,0,0.111328125
"3897",12,10.8,5.1,0,0.05078125
"3905",12,7.1,1.2,0,0.01171875
"3907",12,9.3,1.2,0,0
"3944",12,6.6,2,0,0.37890625
"3953",12,11.3,2,0,0.05078125
"3956",12,10.9,999.9,0,0.29296875
"3977",12,12.1,1.2,0,0.060546875
"3978",12,13.7,999.9,0,0.3125
"3993",12,10.4,999.9,0,0.22265625
"43",1,2.6,9.8,0,0.133501259445844
"80",1,3.4,7.9,0,0.171284634760705
"91",1,8.1,1.2,1,0.294710327455919
"129",1,7.2,5.1,1,0.224181360201511
"133",1,7.7,1.2,0,0.375314861460957
"149",1,9.2,3.9,0,0.123425692695214
"166",1,6.4,2,0,0.498740554156171
"217",1,8.9,3.1,0,0.458438287153652
"218",1,8.7,9.1,0,0.0403022670025189
"219",1,7.6,5.1,0,0.198992443324937
"226",1,12.2,1.2,0,0.541561712846348
"230",1,11.8,1.2,0,0.355163727959698
"232",1,13,3.1,0,0.198992443324937
"240",1,10.8,999.9,0,0.503778337531486
"247",1,10.7,2,1,0.272040302267003
"267",1,12.6,999.9,0,0.357682619647355
"291",1,10.8,1.2,0,0.256926952141058
"294",1,10.4,3.9,0,0.123425692695214
"300",1,11.7,999.9,0,0.501259445843829
"307",1,13.6,5.1,1,0.110831234256927
"308",1,14.4,7.1,1,0.0780856423173804
"313",1,16.7,3.1,0,0.332493702770781
"328",1,14,3.1,0,0.357682619647355
"331",1,14.6,5.9,0,0
"337",1,10.9,999.9,0,0.357682619647355
"340",1,15.3,2,1,0.518891687657431
"377",2,5.1,7.9,0,0.125944584382872
"380",2,4.7,7.1,0,0.151133501259446
"381",2,3.5,3.9,0,0.329974811083123
"387",2,5,11,1,0.146095717884131
"394",2,5.1,5.9,0,0.234256926952141
"401",2,7.1,3.9,0,0.0881612090680101
"411",2,6.7,7.9,0,0.18639798488665
"417",2,7.5,5.9,0,0.0982367758186398
"432",2,5.2,3.9,1,0.612090680100756
"433",2,3.7,3.9,0,0.249370277078086
"441",2,7.6,999.9,0,0.390428211586902
"445",2,6,9.8,0,0.256926952141058
"449",2,7.7,3.9,0,0.413098236775819
"471",2,8.7,9.1,0,0.163727959697733
"484",2,6.8,7.1,0,0.244332493702771
"490",2,8.9,999.9,0,0.214105793450882
"515",2,8.7,999.9,0,0.261964735516373
"521",2,11.1,999.9,0,0.224181360201511
"522",2,9.6,7.9,0,0.370277078085642
"546",2,6.5,2,1,0.256926952141058
"548",2,10.6,1.2,0,0.254408060453401
"562",2,8.7,11,1,0.130982367758186
"584",2,12.9,999.9,0,0.292191435768262
"587",2,10.2,5.9,0,0.219143576826196
"597",2,13.3,9.8,0,0.035264483627204
"610",2,10.4,7.1,0,0.377833753148615
"634",2,14.5,999.9,0,0.168765743073048
"647",2,22.8,1.2,0,0.433249370277078
"719",3,5.7,2,0,0.204030226700252
"745",3,6.4,2,0,0.531486146095718
"758",3,7.7,999.9,0,0.448362720403023
"763",3,4.9,999.9,0,0.380352644836272
"784",3,7.6,3.1,0,0.289672544080605
"785",3,5.8,999.9,0,0.481108312342569
"786",3,10,3.1,1,0.0125944584382872
"791",3,6.5,2,0,0.118387909319899
"811",3,7.4,999.9,0,0.486146095717884
"826",3,7.8,999.9,0,0.644836272040302
"830",3,9.8,999.9,0,0.256926952141058
"836",3,13,999.9,0,0.677581863979849
"841",3,10.4,3.1,0,0.229219143576826
"851",3,7.8,3.1,0,0.430730478589421
"853",3,9.6,999.9,0,0.566750629722922
"859",3,8.4,999.9,0,0.400503778337531
"867",3,9.7,999.9,0,0.750629722921914
"872",3,9.4,999.9,0,0.685138539042821
"878",3,9.7,999.9,0,0.544080604534005
"886",3,9.3,999.9,0,0.596977329974811
"901",3,10.4,999.9,0,0.347607052896725
"902",3,7.9,999.9,0,0.188916876574307
"923",3,13.9,999.9,0,0.435768261964736
"929",3,11.7,999.9,0,0.390428211586902
"935",3,6.8,999.9,0,0.382871536523929
"951",3,11.7,999.9,0,0.481108312342569
"963",3,13.7,999.9,0,0.604534005037783
"969",3,17.7,999.9,0,0.231738035264484
"979",3,14.3,1.2,0,0.707808564231738
"980",3,16.1,3.1,1,0.287153652392947
"984",3,11.7,999.9,0,0.478589420654912
"1052",4,6.4,999.9,0,0.410579345088161
"1070",4,5.9,999.9,0,0.508816120906801
"1081",4,8.9,999.9,0,0.36272040302267
"1089",4,6.6,999.9,0,0.607052896725441
"1093",4,9.1,999.9,0,0.483627204030227
"1106",4,8.4,999.9,0,0.52896725440806
"1134",4,8.4,999.9,0,0.518891687657431
"1136",4,9,999.9,0,0.45088161209068
"1140",4,10.3,1.2,0,0.511335012594458
"1147",4,8.2,999.9,0,0.634760705289673
"1166",4,4.5,999.9,0,0.604534005037783
"1167",4,11.2,999.9,0,0.337531486146096
"1176",4,6.9,999.9,0,0.544080604534005
"1177",4,12.7,999.9,0,0.730478589420655
"1178",4,11.5,999.9,0,0.428211586901763
"1179",4,11.8,999.9,0,0.667506297229219
"1201",4,10.6,999.9,0,0.584382871536524
"1209",4,10.2,999.9,0,0.569269521410579
"1224",4,5.7,999.9,0,0.579345088161209
"1227",4,8.3,999.9,0,0.463476070528967
"1229",4,9.8,999.9,0,0.609571788413098
"1230",4,11,999.9,0,0.760705289672544
"1238",4,13.8,999.9,0,0.317380352644836
"1245",4,11,999.9,0,0.561712846347607
"1271",4,10.9,999.9,0,0.478589420654912
"1290",4,17.1,999.9,0,0.952141057934509
"1299",4,13.4,999.9,1,0.667506297229219
"1307",4,10.5,999.9,0,0.821158690176322
"1309",4,14.5,999.9,0,0.448362720403023
"1313",4,14.9,999.9,0,0.360201511335013
"1393",5,3.5,999.9,0,0.700251889168766
"1404",5,4.8,999.9,0,0.657430730478589
"1418",5,4.1,999.9,0,0.536523929471033
"1420",5,7,999.9,0,0.710327455919396
"1423",5,6.7,999.9,0,0.64735516372796
"1426",5,6.3,999.9,0,0.584382871536524
"1446",5,7,999.9,0,0.760705289672544
"1449",5,8.9,999.9,0,0.743073047858942
"1457",5,10.6,999.9,0,0.54911838790932
"1458",5,8.5,999.9,0,0.579345088161209
"1460",5,7.7,999.9,0,0.788413098236776
"1469",5,8.3,999.9,0,0.612090680100756
"1473",5,9.8,999.9,0,0.80352644836272
"1474",5,7.2,999.9,0,0.642317380352645
"1481",5,8.9,999.9,0,0.609571788413098
"1509",5,9.3,999.9,0,0.561712846347607
"1528",5,8.3,999.9,0,0.54911838790932
"1546",5,9.6,999.9,0,0.44080604534005
"1553",5,6.6,999.9,0,0.682619647355164
"1554",5,10.3,999.9,0,0.556675062972292
"1574",5,12.1,999.9,0,0.841309823677582
"1576",5,11.7,999.9,0,0.753148614609572
